Name: 斗鱼音乐-秋月剪水, URL: http://epg.112114.xyz/douyu/9588891, Date: 01-19-2024, Resolution: 1920x1080, Response Time: 2536ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/playlist.m3u8, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 43ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 43ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 43ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 43ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8?$1920x1080, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 44ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/playlist.m3u8, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 44ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8, Date: 03-20-2024, Resolution: 1920x1080, Response Time: 44ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8, Date: 10-31-2023, Resolution: 1920x1080, Response Time: 47ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8, Date: 03-01-2024, Resolution: 1920x1080, Response Time: 48ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8, Date: 02-10-2024, Resolution: 1920x1080, Response Time: 48ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8, Date: 01-13-2024, Resolution: 1920x1080, Response Time: 48ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8, Date: 03-05-2024, Resolution: 1920x1080, Response Time: 49ms
Name: TVBS新聞, URL: http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0, Date: 02-04-2024, Resolution: 1920x1080, Response Time: 306ms
Name: TVBS新聞, URL: http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee, Date: 09-14-2023, Resolution: 1920x1080, Response Time: 308ms
Name: TVBS新聞, URL: http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 316ms
Name: TVBS新聞, URL: http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 316ms
Name: TVBS新聞, URL: http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MEFE5283322452833224&ct=19226&tsum=5f4e9bb0782ab3aae36328763cba2ffd, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 316ms
Name: TVBS新聞, URL: http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 317ms
Name: TVBS新聞, URL: http://ali.hlspull.yximgs.com/live/twlivezozwhzxozhzzzlfhzlzszcnxzfvbhzdzwzfzzdsswvtvbsxw.flv, Date: 03-12-2024, Resolution: 1920x1080, Response Time: 344ms
Name: TVBS新聞, URL: http://ali.hlspull.yximgs.com/live/twlivezozwhzxozhzzzlfhzlzszcnxzfvbhzdzwzfzzdsswvtvbsxw.flv, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 351ms
Name: TVBS新聞, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejojwhjxojhjjjlfhjljsjcnxjfvbhjdjwjfjjdsswvtvbsxw.flv, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 361ms
Name: TVBS新聞, URL: https://epg.pw/stream/3a8d129a03f92db91cefa8f474b876f921d9b1b8346b42b1be50e7bcc7287940.m3u8, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 471ms
Name: TVBS新聞, URL: https://epg.pw/stream/45b72acdc2cd146b4f103a6728efe468f65c59b65c48f13b61b36fb150ea79af.m3u8, Date: 12-25-2023, Resolution: 1920x1080, Response Time: 474ms
Name: TVBS新聞, URL: https://epg.pw/stream/e42d43f285697c54fa100b46d6d52457f908037ab23032ca681bd7ff026c7b97.m3u8, Date: 11-12-2023, Resolution: 1920x1080, Response Time: 544ms
Name: TVBS新聞, URL: https://fsv4.yj011.net/sat/tv551.flv, Date: 10-11-2023, Resolution: 1280x720, Response Time: 1464ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8, Date: 03-17-2023, Resolution: None, Response Time: 48ms
Name: TVBS新聞, URL: http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8?$1920x1080, Date: 03-05-2023, Resolution: None, Response Time: 49ms
Name: TVBS新聞, URL: http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8?$1920x1080, Date: 03-05-2023, Resolution: None, Response Time: 49ms
Name: TVBS新聞, URL: http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0, Date: 05-17-2023, Resolution: None, Response Time: 309ms
Name: TVBS新聞, URL: http://198.16.100.90:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0, Date: 04-13-2023, Resolution: None, Response Time: 309ms
Name: TVBS新聞, URL: http://awei.beimua.com/iptv.php?id=54, Date: 06-02-2023, Resolution: None, Response Time: 371ms
Name: TVBS新聞, URL: https://epg.pw/stream/fe7380d039c7d3ba043e249c04e4af2dc630747fff1ff74c75d998806bf1b749.m3u8, Date: 08-23-2023, Resolution: None, Response Time: 508ms
Name: TVBS新聞, URL: https://epg.pw/stream/c7fcdcadfc675709c9e75e92cdb1a0524c93d86f5c4739ca2e03c4ef09b01ae5.m3u8, Date: 08-23-2023, Resolution: None, Response Time: 519ms
Name: TVBS新聞, URL: https://epg.pw/stream/0f40c5b9e7af9348e5d9afb6b9c63c903e1053bf584d9430b2785c746bc3ec2d.m3u8, Date: 08-23-2023, Resolution: None, Response Time: 527ms
Name: TVBS新聞, URL: https://epg.pw/stream/e5ea85f8c05b463598deb2bd3490272191a18b6235807e15ce8876809c014396.m3u8, Date: 08-23-2023, Resolution: None, Response Time: 634ms
Name: 東森超視34.5, URL: http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8, Date: 02-16-2024, Resolution: 720x480, Response Time: 25ms
Name: 東森超視34.5, URL: http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8, Date: 11-22-2023, Resolution: 654x480, Response Time: 25ms
Name: 東森超視34.5, URL: http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8?$720x480, Date: 12-04-2023, Resolution: 654x480, Response Time: 26ms
Name: 東森超視34.5, URL: http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8, Date: 02-03-2024, Resolution: None, Response Time: 25ms
Name: TVBS亞洲, URL: https://epg.pw/stream/c88adc69fe22cc05c7ff2984ad14db99f461e6dda12687cb7bbaf5e03a357a38.m3u8, Date: 09-19-2023, Resolution: 1920x1920, Response Time: 468ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/playlist.m3u8, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8, Date: 02-20-2024, Resolution: 1920x1080, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8, Date: 02-09-2024, Resolution: 1920x1080, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8, Date: 12-04-2023, Resolution: 1920x1080, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8, Date: 03-17-2024, Resolution: 1920x1080, Response Time: 39ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/playlist.m3u8, Date: 01-01-2024, Resolution: 1920x1080, Response Time: 39ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$1920x1080, Date: 03-05-2023, Resolution: 1920x1080, Response Time: 39ms
Name: TVBS亞洲, URL: http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 235ms
Name: TVBS亞洲, URL: https://epg.pw/stream/a4696392133577ed03dbedefe5c18c3c7a178b0899b2f814fa6c532bc521f8f4.m3u8, Date: 08-23-2023, Resolution: 1920x1080, Response Time: 488ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8, Date: 05-28-2023, Resolution: None, Response Time: 33ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/playlist.m3u8, Date: 03-05-2023, Resolution: None, Response Time: 33ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8, Date: 05-28-2023, Resolution: None, Response Time: 34ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8, Date: 05-28-2023, Resolution: None, Response Time: 34ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8, Date: 08-14-2023, Resolution: None, Response Time: 36ms
Name: TVBS亞洲, URL: http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8, Date: 02-03-2024, Resolution: None, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/playlist.m3u8, Date: 03-30-2023, Resolution: None, Response Time: 37ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8, Date: 06-02-2023, Resolution: None, Response Time: 38ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8, Date: 03-30-2023, Resolution: None, Response Time: 38ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8, Date: 03-30-2023, Resolution: None, Response Time: 38ms
Name: TVBS亞洲, URL: http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080, Date: 03-05-2023, Resolution: None, Response Time: 38ms
Name: TVBS亞洲, URL: http://abcnew.site:8880/3ca7123n11/ewfr543ds/71045, Date: 02-08-2024, Resolution: None, Response Time: 1160ms
Name: 民视新闻台, URL: http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8, Date: 03-26-2024, Resolution: 1920x1080, Response Time: 32ms
Name: 民视新闻台, URL: http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8, Date: 03-14-2024, Resolution: 1920x1080, Response Time: 32ms
Name: 民视新闻台, URL: http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8, Date: 02-15-2024, Resolution: 1920x1080, Response Time: 32ms
Name: 民视新闻台, URL: http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8, Date: 03-28-2024, Resolution: 1920x1080, Response Time: 33ms
Name: 民视新闻台, URL: http://198.16.100.90:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689, Date: 03-24-2024, Resolution: 1280x720, Response Time: 301ms
Name: 民视新闻台, URL: http://198.16.100.90:8278/ftvnew_taiwan/playlist.m3u8?tid=MA7A6968320369683203&ct=19249&tsum=e3b040434ed43f12a738964a100a0e59, Date: 03-28-2024, Resolution: 1280x720, Response Time: 302ms
Name: 民视新闻台, URL: http://38.64.72.148/hls/modn/list/4012/playlist.m3u8, Date: 04-03-2023, Resolution: None, Response Time: 31ms
Name: 民视新闻台, URL: http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top, Date: 08-14-2023, Resolution: None, Response Time: 32ms
Name: 民视新闻台, URL: http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8, Date: 01-26-2023, Resolution: None, Response Time: 32ms
Name: 民视新闻台, URL: http://tv.redrainl.site:9500/live.m3u8?c=01, Date: 07-18-2023, Resolution: None, Response Time: 164ms
Name: 民视新闻台, URL: http://awei.beimua.com/iptv.php?id=50, Date: 06-02-2023, Resolution: None, Response Time: 224ms
Name: 民视新闻台, URL: https://epg.pw/stream/9d0c0065e0765bccc3f375d947bbb75efe5461443d6c1e06c7d37d6f57e26358.m3u8, Date: 02-03-2024, Resolution: None, Response Time: 274ms
Name: 民视新闻台, URL: https://epg.pw/stream/1d469cbfb06b06cde4dc59c21272a4e6da364621e97513d03523c96d0c7afe1e.m3u8, Date: 02-03-2024, Resolution: None, Response Time: 478ms
Name: 民视新闻台, URL: https://epg.pw/stream/a86836147e5d487b35ebac0fabb528a47e58735e8ba039e635c1f8e24c7a7066.m3u8, Date: 02-03-2024, Resolution: None, Response Time: 480ms
Name: 澳门莲花, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndcbvdbneyjhxchjjhbnjjhjejjmlh.flv, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 357ms
Name: 澳门莲花, URL: http://anren.live/HK/BiIOU11uLA.m3u8?zgangd&&&$1920x1080, Date: 11-24-2023, Resolution: 1920x1080, Response Time: 565ms
Name: 澳门莲花, URL: https://p.ggiptv.com/v/macaulotustv.php, Date: 12-07-2023, Resolution: 1920x1080, Response Time: 624ms
Name: 澳门莲花, URL: https://p.ggiptv.com/v/macaulotustv.php, Date: 11-06-2023, Resolution: 1920x1080, Response Time: 677ms
Name: 澳门莲花, URL: http://ali.hlspull.yximgs.com/live/twlivezezcxlvofbncvshhzszcvndcbvdbneyzhxchzzhbnzzhzezzmlh.flv, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 684ms
Name: 澳门莲花, URL: http://anren.live/HK/BiIOU11uLA.m3u8, Date: 11-24-2023, Resolution: 1920x1080, Response Time: 877ms
Name: 澳门莲花, URL: http://anren.live/HK/BiIOU11uLA.m3u8, Date: 12-05-2023, Resolution: 1920x1080, Response Time: 879ms
Name: 澳门莲花, URL: https://p.ggiptv.com/v/macaulotustv.php, Date: 12-04-2023, Resolution: 1920x1080, Response Time: 1065ms
Name: 澳门莲花, URL: http://anren.live/HK/BiIOU11uLA.m3u8, Date: 12-07-2023, Resolution: 1920x1080, Response Time: 2059ms
Name: 澳门莲花, URL: http://moss.hk3.345888.xyz.cdn.cloudflare.net/11/lotus.php, Date: 02-24-2024, Resolution: 1920x1080, Response Time: 3345ms
Name: 澳门莲花, URL: http://61.244.22.5/ch3/ch3.live/chunklist.m3u8, Date: 03-27-2024, Resolution: 1280x720, Response Time: 319ms
Name: 澳门莲花, URL: http://epg.112114.xyz/lotus, Date: 05-25-2023, Resolution: None, Response Time: 258ms
Name: 澳门莲花, URL: http://anren.live/HK/BiIOU11uLA.m3u8?zgangd, Date: 12-04-2023, Resolution: None, Response Time: 885ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php?zgangd, Date: 05-17-2023, Resolution: None, Response Time: 1187ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php, Date: 03-17-2023, Resolution: None, Response Time: 1189ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php, Date: 06-19-2023, Resolution: None, Response Time: 1191ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php?$1920x1080, Date: 03-05-2023, Resolution: None, Response Time: 1251ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php?zgangd, Date: 05-28-2023, Resolution: None, Response Time: 1255ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php?zgangd, Date: 05-25-2023, Resolution: None, Response Time: 1262ms
Name: 澳门莲花, URL: http://anren.live/HK/BiIOU11uLA.m3u8?zgangd&$1920x1080, Date: 03-05-2023, Resolution: None, Response Time: 1518ms
Name: 澳门莲花, URL: https://www.nettvpro.live/hls/lotustv.php, Date: 05-17-2023, Resolution: None, Response Time: 1777ms
Name: 澳门莲花, URL: http://nettvpro.live/hls/lotustv.php, Date: 03-30-2023, Resolution: None, Response Time: 1846ms
Name: 澳门莲花, URL: http://epg.112114.xyz/lotus?$1920x1080, Date: 03-05-2023, Resolution: None, Response Time: 3314ms
Name: 耀才財經台 (576p), URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8, Date: 10-28-2023, Resolution: None, Response Time: 339ms
Name: 有线新闻台, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndfncvbdjpeyjhxchjsjjhjejjjyxxw.flv, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 409ms
Name: 有线新闻台, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndfncvbdjpeyjhxchjsjjhjejjjyxxw.flv, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 409ms
Name: 有线新闻台, URL: http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv, Date: 03-21-2024, Resolution: 1920x1080, Response Time: 410ms
Name: 有线新闻台, URL: http://live.sjsrm.com/bjsjs/sd/live.m3u8, Date: 02-27-2024, Resolution: 1920x1080, Response Time: 842ms
Name: 有线新闻台, URL: http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8, Date: 09-26-2023, Resolution: 1280x720, Response Time: 307ms
Name: 有线新闻台, URL: http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8, Date: 03-27-2024, Resolution: 1280x720, Response Time: 312ms
Name: 有线新闻台, URL: http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u, Date: 01-04-2024, Resolution: 1280x720, Response Time: 315ms
Name: 有线新闻台, URL: http://61.10.2.151:80/live_freedirect/freehd209_h.live/chunklist_w1201085709.m3u8, Date: 01-18-2024, Resolution: 1280x720, Response Time: 318ms
Name: 有线新闻台, URL: http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8, Date: 09-29-2023, Resolution: 1280x720, Response Time: 577ms
Name: 有线新闻台, URL: http://61.10.2.140/live_freedirect/freehd209_h.live/playlist.m3u8, Date: 03-10-2024, Resolution: 1280x720, Response Time: 580ms
Name: 有线新闻台, URL: http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8, Date: 06-02-2023, Resolution: 1280x720, Response Time: 582ms
Name: 有线新闻台, URL: http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8, Date: 10-20-2023, Resolution: 1280x720, Response Time: 757ms
Name: 有线新闻台, URL: http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u, Date: 01-30-2024, Resolution: 1280x720, Response Time: 758ms
Name: 有线新闻台, URL: https://uc6.i-cable.com/live_freedirect/freehd209_h.live/playlist.m3u8, Date: 03-28-2024, Resolution: 1280x720, Response Time: 1256ms
Name: 有线新闻台, URL: http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8, Date: 12-05-2023, Resolution: 1047x576, Response Time: 675ms
Name: 有线新闻台, URL: http://61.10.2.140:80/live_freed, Date: 03-30-2023, Resolution: None, Response Time: 309ms
Name: 有线新闻台, URL: http://61.10.2.151:80/live_freedirect/freehd209_h.live/chunklist_w1201085709.m3u8, Date: 03-17-2023, Resolution: None, Response Time: 311ms
Name: 有线新闻台, URL: http://61.10.2.151:80/live_freed, Date: 03-30-2023, Resolution: None, Response Time: 314ms
Name: 有线新闻台, URL: https://uc6.i-cable.com/live_freedirect/freehd209_h.live/playlist.m3u8, Date: 03-30-2023, Resolution: None, Response Time: 1253ms
Name: 耀才财经新闻, URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd, Date: 03-05-2023, Resolution: None, Response Time: 327ms
Name: 耀才财经新闻, URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd, Date: 08-28-2023, Resolution: None, Response Time: 352ms
Name: 耀才财经新闻, URL: http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8, Date: 05-01-2023, Resolution: None, Response Time: 359ms
Name: RTHK32, URL: https://epg.pw/stream/89445cb947157671e35076e8a7746b90ba064ccac2872e7375dabe2a135de248.m3u8, Date: 09-11-2023, Resolution: 1770x954, Response Time: 668ms
Name: RTHK32, URL: http://ali.hlspull.yximgs.com/live/twlivezpzzecxvzzuszfzzfdhnbthzzszfwdtncyzthz32.flv, Date: 03-10-2024, Resolution: 1280x720, Response Time: 193ms
Name: RTHK32, URL: http://ali.hlspull.yximgs.com/live/huanqiuhklivejpjjecxvjjusjfjjfdhnbthjjsjfwdtncyjthj32.flv, Date: 03-22-2024, Resolution: 1280x720, Response Time: 199ms
Name: RTHK32, URL: http://50.7.238.114:8278/rhk32_twn/playlist.m3u8?tid=MBCB4455322944553229&ct=19226&tsum=60bac13753ada5abc8873783d6611ebd, Date: 03-20-2024, Resolution: 1280x720, Response Time: 306ms
Name: RTHK32, URL: http://50.7.238.114:8278/rhk32_twn/playlist.m3u8?tid=MDBD4704174447041744&ct=19249&tsum=763ebe53fc33677d02ebf83b4d558d33, Date: 07-15-2023, Resolution: None, Response Time: 296ms
Name: RTHK32, URL: https://epg.pw/stream/1aeac95c61b1448a7d796cd84464cab853203cc03974537fb2eadb538a6cb447.m3u8, Date: 05-25-2023, Resolution: None, Response Time: 653ms
Name: RTHK32, URL: https://epg.pw/stream/2949209a6405553d935a2f7f9570163ab15e45044f8e6df5e8ce91caaf1010a1.m3u8, Date: 05-25-2023, Resolution: None, Response Time: 666ms
Name: RTHK32, URL: https://epg.pw/stream/2e1526fba7aa462437870a9b3838b89f0f9028be78b5d0ca8806c92277ae5427.m3u8, Date: 05-25-2023, Resolution: None, Response Time: 666ms
Name: RTHK32, URL: https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8, Date: 05-01-2023, Resolution: None, Response Time: 1976ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8, Date: 03-19-2024, Resolution: 1920x1080, Response Time: 68ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 68ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 69ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 69ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/playlist.m3u8, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 69ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8, Date: 03-19-2024, Resolution: 1920x1080, Response Time: 69ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8, Date: 10-05-2023, Resolution: 1920x1080, Response Time: 72ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8, Date: 10-04-2023, Resolution: 1920x1080, Response Time: 72ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8, Date: 03-20-2023, Resolution: 1920x1080, Response Time: 72ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 73ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 73ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8, Date: 12-21-2023, Resolution: 1920x1080, Response Time: 73ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8, Date: 03-14-2024, Resolution: 1920x1080, Response Time: 74ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8, Date: 05-01-2023, Resolution: 1920x1080, Response Time: 74ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8, Date: 03-27-2024, Resolution: 1920x1080, Response Time: 78ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top, Date: 02-15-2024, Resolution: 1920x1080, Response Time: 78ms
Name: 台视新闻, URL: https://epg.pw/stream/a399e85fa5940ba0350181fdfa9e103f3556324a504c5cb5ef35c0c4f9a04c36.m3u8, Date: 02-18-2024, Resolution: 1920x1080, Response Time: 343ms
Name: 台视新闻, URL: https://epg.pw/stream/d3230731a96387dccb11e86bafb66b5715c55e8b3033cbf183d4972995cea362.m3u8, Date: 08-23-2023, Resolution: 1920x1080, Response Time: 522ms
Name: 台视新闻, URL: http://50.7.238.114:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c, Date: 03-28-2024, Resolution: 1280x720, Response Time: 318ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8, Date: 05-17-2023, Resolution: None, Response Time: 71ms
Name: 台视新闻, URL: http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8, Date: 03-20-2023, Resolution: None, Response Time: 72ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8, Date: 05-17-2023, Resolution: None, Response Time: 73ms
Name: 台视新闻, URL: http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8, Date: 07-18-2023, Resolution: None, Response Time: 76ms
Name: 台视新闻, URL: https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8, Date: 03-27-2024, Resolution: None, Response Time: 179ms
Name: 台视新闻, URL: http://tv.redrainl.site:9500/live.m3u8?c=11, Date: 07-18-2023, Resolution: None, Response Time: 214ms
Name: 台视新闻, URL: http://awei.beimua.com/iptv.php?id=47, Date: 06-02-2023, Resolution: None, Response Time: 305ms
Name: 台视新闻, URL: http://50.7.238.114:8278/ttvnews_twn/playlist.m3u8?tid=MBBB6637589866375898&ct=19234&tsum=d2c641a325bf02e0b68c4f245e0165b0, Date: 06-05-2023, Resolution: None, Response Time: 337ms
Name: 台视新闻, URL: http://198.16.100.90:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c, Date: 08-07-2023, Resolution: None, Response Time: 338ms
Name: 台视新闻, URL: https://epg.pw/stream/4acb9a6c8a472aac28a3fd615726607ef653aba1ec1bd47a4b743365841661b9.m3u8, Date: 02-03-2024, Resolution: None, Response Time: 501ms
