斗鱼,#genre#
银河护卫队-国外科幻巨作,http://43.138.170.29:35455/yy/1382736815
一城一味（舌尖姐妹篇）,http://43.138.170.29:35455/yy/1382745179
吾儿可教,http://43.138.170.29:35455/yy/1354932391
家族荣耀-精彩港剧,http://43.138.170.29:35455/yy/1382745103
欢迎来到爆笑剧场,http://43.138.170.29:35455/yy/1382736916
白夜追凶第一季,http://43.138.170.29:35455/yy/1354932359
宫心计-港剧-古装,http://43.138.170.29:35455/yy/1354933540
聪明的顺溜之雄鹰小子S2-国漫,http://43.138.170.29:35455/yy/1382736903
百家讲坛-之女皇武则天,http://43.138.170.29:35455/yy/1354889015
漫画解说,http://43.138.170.29:35455/yy/1382735568
缺宅男女-精彩港剧,http://43.138.170.29:35455/yy/1382745088
超乎意料的国外侦探,http://43.138.170.29:35455/yy/1382735543
大明宫词,http://43.138.170.29:35455/yy/1382745190
潘磕惺康谝患 -国产喜剧,http://43.138.170.29:35455/yy/1382741637
黄大妮-电视剧,http://43.138.170.29:35455/yy/1354930904
本山快乐营-爆笑小品,http://43.138.170.29:35455/yy/1354930948
法证先锋Ⅳ,http://43.138.170.29:35455/yy/1354932426
史诗级战争大片,http://43.138.170.29:35455/yy/1382745092
冰冻星球-纪录片,http://43.138.170.29:35455/yy/1382736849
吐槽大会 第5季,http://43.138.170.29:35455/yy/1354889009
赵本山爆笑小品2,http://43.138.170.29:35455/yy/1354936217
金装四大才子,http://43.138.170.29:35455/yy/1354926600
什么会让你快乐,http://43.138.170.29:35455/yy/54886912
公主嫁到-电视剧,http://43.138.170.29:35455/yy/1354930957
凡人的品格-影视剧,http://43.138.170.29:35455/yy/1354936116
怪医文三块-影视剧,http://43.138.170.29:35455/yy/1354936154
顺娘-影视剧,http://43.138.170.29:35455/yy/1354930945
丁大命,http://43.138.170.29:35455/yy/1382735579
地心历险记2,http://43.138.170.29:35455/yy/1354936228
嫦娥,http://43.138.170.29:35455/yy/1354658064
大力女都奉顺-韩剧,http://43.138.170.29:35455/yy/1382735542
我比你更懂车 你偏不信,http://43.138.170.29:35455/yy/85042287
李茶的姑妈-开心麻花,http://43.138.170.29:35455/yy/1354936191
国外战争,http://43.138.170.29:35455/yy/1382735571
国外战争,http://43.138.170.29:35455/yy/1382749918
刺激！国外战争,http://43.138.170.29:35455/yy/1354936142
越策越开心2015,http://43.138.170.29:35455/yy/1382735559
国内侦探电影大全,http://43.138.170.29:35455/yy/1354936134
无敌解压,http://43.138.170.29:35455/yy/1382736897
记忆中的TVB,http://43.138.170.29:35455/yy/1382749951
寻味顺德-美食纪录片,http://43.138.170.29:35455/yy/1382736844
德鲁纳酒店-韩剧,http://43.138.170.29:35455/yy/1354931488
林正英 九叔 僵尸 鬼片,http://43.138.170.29:35455/yy/1382828957
国内战争,http://43.138.170.29:35455/yy/1354930204
绝美！航拍中国第1季,http://43.138.170.29:35455/yy/1354936136
笑傲江湖-电视剧,http://43.138.170.29:35455/yy/1354936128
守望的天空,http://43.138.170.29:35455/yy/1382736843
守望的天空,http://43.138.170.29:35455/yy/1382736843
冲上云霄2,http://43.138.170.29:35455/yy/1354933556
冲上云霄2,http://43.138.170.29:35455/yy/1354933556
男生女生向前冲,http://43.138.170.29:35455/yy/1382745122
苦乐村官,http://43.138.170.29:35455/yy/1382736864
超燃动作片,http://43.138.170.29:35455/yy/1354936199
熊仔之正义守护-国漫,http://43.138.170.29:35455/yy/1382736836
爱的迫降-韩剧,http://43.138.170.29:35455/yy/1354889042
开心麻花街,http://43.138.170.29:35455/yy/1354926643
外国爆笑喜剧,http://43.138.170.29:35455/yy/1382745093
男亲女爱-经典港剧,http://43.138.170.29:35455/yy/1382736715
美国队长史蒂夫,http://43.138.170.29:35455/yy/1382736813
王朝-自然-纪录片,http://43.138.170.29:35455/yy/1354930927
碟中谍系列-国外动作大片,http://43.138.170.29:35455/yy/1354930181
传奇之王-影视剧,http://43.138.170.29:35455/yy/1354926735
今夜百乐门,http://43.138.170.29:35455/yy/1382736912
笑傲江湖 第2季,http://43.138.170.29:35455/yy/1382736914
越策越开心23-33,http://43.138.170.29:35455/yy/1354930967
心理追凶-港剧,http://43.138.170.29:35455/yy/1354936207
觅食者-美食纪录片,http://43.138.170.29:35455/yy/1382736841
真心想让你幸福,http://43.138.170.29:35455/yy/1382736876
修牛蹄,http://43.138.170.29:35455/yy/1353413683
国外科幻片,http://43.138.170.29:35455/yy/1382735585
一起来笑吧,http://43.138.170.29:35455/yy/1454859415
苦咖啡,https://alimov2.a.kwimgs.com/upic/2022/06/16/06/BMjAyMjA2MTYwNjM2MzZfOTU2MzA3MDg4Xzc2ODY5MjE5NzUyXzJfMw==_b_Baab54f9c87d496662aacc3c06fba6e83.mp4?clientCacheKey=3xx8mu3zf3tjqpw_b.mp4&tt=b&di=24710b6c&bp=10000
尽享国内精彩战争片,http://43.138.170.29:35455/yy/1382745094
笑傲江湖 第1季,http://43.138.170.29:35455/yy/1382749896
洗地毯,http://43.138.170.29:35455/yy/1382736859
辽宁951瑶瑶姐,http://43.138.170.29:35455/yy/1355281666
喜乐街,http://43.138.170.29:35455/yy/1354936231
丈夫在外有人？真相竟然是！,http://43.138.170.29:35455/yy/1354932375
霸道总裁爱上女秘书,http://43.138.170.29:35455/yy/1354936167
经典24小时电影剧场,http://43.138.170.29:35455/yy/37880083
蜥蜴世界,http://43.138.170.29:35455/yy/1382735545
白鹿原,http://43.138.170.29:35455/yy/1451064143
大酱园,http://43.138.170.29:35455/yy/1382736824
仙女影视,http://43.138.170.29:35455/yy/1356038038
富滇风云,http://43.138.170.29:35455/yy/1382736853
王牌逗王牌-喜剧,http://43.138.170.29:35455/yy/1354658048
换子成龙-影视剧,http://43.138.170.29:35455/yy/1354932397
熊出没-国漫,http://43.138.170.29:35455/yy/1354936157
吐槽大会 第1季,http://43.138.170.29:35455/yy/1354936210
老表，你好Hea！-精彩港剧,http://43.138.170.29:35455/yy/1382736873
笑声传奇,http://43.138.170.29:35455/yy/1382736880
做你的百变少女,http://43.138.170.29:35455/yy/1355549868
溏心风暴之家好月圆,http://43.138.170.29:35455/yy/1354888747
五行只缺你,http://43.138.170.29:35455/yy/22325556
动作大片-热血开打,http://43.138.170.29:35455/yy/1354936168
跳远生命线-优质港剧,http://43.138.170.29:35455/yy/1382735566
热播国内侦探片,http://43.138.170.29:35455/yy/1382736820
功夫婆媳-影视剧,http://43.138.170.29:35455/yy/1382736883
中年计划,http://43.138.170.29:35455/yy/1354658051
李三枪-抗战影视剧,http://43.138.170.29:35455/yy/1354936122
MUFC贝影,http://43.138.170.29:35455/yy/1355659580
烧脑！国外侦探,http://43.138.170.29:35455/yy/1382735551
摔跤吧爸爸！院线大片,http://43.138.170.29:35455/yy/1382736851
正在直播,http://43.138.170.29:35455/yy/1461178025
地心历险记-科幻,http://43.138.170.29:35455/yy/1382736911
催泪战争,http://43.138.170.29:35455/yy/1382745124
机动步队,http://43.138.170.29:35455/yy/1354932371
国外喜剧电影,http://43.138.170.29:35455/yy/1354936178
国内科幻,http://43.138.170.29:35455/yy/1354936170
无罪推定,http://43.138.170.29:35455/yy/1354936208
外国战争经典,http://43.138.170.29:35455/yy/1382749890
大君-描绘爱情,http://43.138.170.29:35455/yy/1382736874
能耐大了第1季,http://43.138.170.29:35455/yy/1354930195
10年没洗的地毯,http://43.138.170.29:35455/yy/1354931585
能耐大了！德云社演技爆棚,http://43.138.170.29:35455/yy/1354930915
越策越开心12-22,http://43.138.170.29:35455/yy/1382735558
越策越开心34-45,http://43.138.170.29:35455/yy/1382736895
失忆24小时,http://43.138.170.29:35455/yy/1382741640
超解压短视频,http://43.138.170.29:35455/yy/1382744423
大家都爱看的港剧,http://43.138.170.29:35455/yy/1382736861
仙灵儿,http://43.138.170.29:35455/yy/1382736887
火线追凶-侦探系列电影,http://43.138.170.29:35455/yy/1382745090
国内动作电影,http://43.138.170.29:35455/yy/1382745176
闲暇观看综艺,http://43.138.170.29:35455/yy/1354932379
国内科幻电影,http://43.138.170.29:35455/yy/1354932444
梦想改造家 第1季,http://43.138.170.29:35455/yy/1382736892
冲上云霄-经典港剧,http://43.138.170.29:35455/yy/1382736833
翡翠凤凰-影视剧,http://43.138.170.29:35455/yy/1354926666
命中注定我爱你-泰剧,http://43.138.170.29:35455/yy/1354930903
大家都在看的警匪片,http://43.138.170.29:35455/yy/1354930964
一起峡谷相遇吗,http://43.138.170.29:35455/yy/1354342554
欢笑剧场,https://live.goodiptv.club/api/bestv.php?id=hxjc4k/15000000
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
欢笑剧场,https://live.goodiptv.club/api/cqyx.php?id=hxjc_4K
欢笑剧场,http://39.165.35.152:9901/tsfile/live/1015_1.m3u8?key=txiptv
欢笑剧场,http://159.75.85.63:5681/sxg.php?id=hxjc-4k_8000
欢笑剧场,http://php.jdshipin.com:8880/bst.php?id=kxjc4k/8000000
欢笑剧场,http://php.jdshipin.com:8880/bst.php?id=hxjchd/4000000
欢笑剧场,https://cntv.lat/tv/live.php?auth=231110&id=hxjc
欢笑剧场,https://live.goodiptv.club/api/bestv.php?id=hxjc8m/8000000
欢笑剧场,http://php.jdshipin.com:8880/bst.php?id=hxjc
欢笑剧场,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/hxjc4k/15000000/mnf.m3u8
欢笑剧场,http://php.jdshipin.com:8880/bst.php?id=hxjc4k/15000000
欢笑剧场,https://epg.pw/stream/c6a962027d6b5705abcb3d40be7c2faa359119ec00690f9b5d3595a55e2b081c.ctv
劲爆体育,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000
劲爆体育,https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000
劲爆体育,http://php.jdshipin.com:8880/bst.php?id=jbtyhd/4000000
劲爆体育,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jbtyhd8m/8000000/mnf.m3u8
劲爆体育,https://cntv.lat/tv/live.php?auth=231110&id=jbty
劲爆体育,http://php.jdshipin.com:8880/bst.php?id=jbty
劲爆体育,https://live.v1.mk/api/ghyx.php?id=JinBaoTiYuHD_6000
快乐垂钓,https://live.goodiptv.club/api/bestv.php?id=klcd8m/8000000
快乐垂钓,https://cntv.lat/tv/live.php?auth=231110&id=klcd
快乐垂钓,http://php.jdshipin.com:8880/bst.php?id=klcd8m/8000000
快乐垂钓,http://php.jdshipin.com:8880/bst.php?id=klcd
快乐垂钓,https://live.v1.mk/api/bestv.php?id=klcd8m/8000000
金鹰纪实,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8?
金鹰纪实,http://113.57.109.36:9901/tsfile/live/1007_1.m3u8
金鹰纪实,https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000
金鹰纪实,http://php.jdshipin.com:8880/bst.php?id=jyjs
金鹰纪实,https://cntv.lat/tv/live.php?auth=231110&id=jyjs
金鹰纪实,http://php.jdshipin.com:8880/bst.php?id=jyjs8m/8000000
金鹰纪实,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
金鹰纪实,http://api2.52tb.xyz/info?id=569&token=20230218htjgzi
金鹰纪实,http://gmxw.7766.org:808/hls/171/index.m3u8
金鹰纪实,https://epg.pw/stream/f129dd062627e43e9a6ed6e033b8659688d6faf22c5b33cbf278ef29dbf876c6.ctv
戏曲精选,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
戏曲精选,https://cntv.lat/tv/live.php?auth=231110&id=xqjx
戏曲精选,http://php.jdshipin.com:8880/bst.php?id=xqjx
戏曲精选,https://live.goodiptv.club/api/bestv.php?id=xqjx8m/8000000
戏曲精选,http://php.jdshipin.com:8880/bst.php?id=xqjx8m/8000000
上海第一财经,https://live.v1.mk/api/bestv.php?id=dycjhd8m/8000000
上海第一财经,http://php.jdshipin.com:8880/bst.php?id=dycj
上视新闻,https://live.goodiptv.club/api/bestv.php?id=xwzhhd8m/8000000
上视新闻,https://live.v1.mk/api/bestv.php?id=xwzhhd8m/8000000
上海都市,https://cntv.lat/tv/live.php?auth=231110&id=shds
上海都市,https://live.goodiptv.club/api/bestv.php?id=dshd8m/8000000
上海都市,http://php.jdshipin.com:8880/bst.php?id=ylpdhd/4000000
上海都市,http://php.jdshipin.com:8880/bst.php?id=shds
上海都市,http://php.jdshipin.com:8880/bst.php?id=dsjc
上海都市,https://live.v1.mk/api/bestv.php?id=dshd8m/8000000
上海都市,http://php.jdshipin.com:8880/bst.php?id=dshd8m/8000000
上海纪实,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
上海纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
上海纪实,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上海纪实,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上海纪实,http://php.jdshipin.com:8880/bst.php?id=jsrw
上海纪实,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
上海纪实,https://epg.pw/stream/43737f6fa0addf531e74b95452c3b3f3fdc80d6e25125f53dc5fb46012d8c128.ctv
上海纪实,https://epg.pw/stream/b6163053e950966f7d33e74245e743a51e4abbae0f3d136f0210b71ec3189fe2.ctv
东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
东方影视,http://php.jdshipin.com:8880/bst.php?id=dsjpdhd/4000000
东方影视,http://php.jdshipin.com:8880/bst.php?id=dfys
东方影视,http://php.jdshipin.com:8880/bst.php?id=dfyshd8m/8000000
东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
五星体育,https://live.v1.mk/api/bestv.php?id=wxtyhd8m/8000000
五星体育,https://live.goodiptv.club/api/bestv.php?id=wxtyhd8m/8000000
五星体育,http://php.jdshipin.com:8880/bst.php?id=ssty/4000000
五星体育,https://cntv.lat/tv/live.php?auth=231110&id=wxty
五星体育,http://api2.52tb.xyz/info?id=376&token=20230326xflvzc
五星体育,https://epg.pw/stream/22245524bde60cc6f805db18f5af17413485ab766670f6cf07e0b23d29358163.ctv
五星体育,http://php.jdshipin.com:8880/bst.php?id=wxty
五星体育,http://php.jdshipin.com:8880/bst.php?id=wxtyhd8m/8000000
五星体育,http://live.cooltv.top/tv/news1296.php?id=6
上视外语,https://live.goodiptv.club/api/bestv.php?id=icshd8m/8000000
上视外语,https://live.v1.mk/api/bestv.php?id=icshd8m/8000000
七彩戏剧,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcxjhd8m/8000000/mnf.m3u8
七彩戏剧,https://cntv.lat/tv/live.php?auth=231110&id=qcxj
七彩戏剧,https://live.goodiptv.club/api/bestv.php?id=qcxjhd8m/8000000
七彩戏剧,http://php.jdshipin.com:8880/bst.php?id=qcxj
七彩戏剧,https://epg.pw/stream/4597a5c2422b837dbfb262e212f032554e6823a4b18f8dbc24e303b5e596a1b7.m3u8
七彩戏剧,http://php.jdshipin.com:8880/bst.php?id=qcxjhd8m/8000000
七彩戏剧,https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000
上海教育,https://live.v1.mk/api/bestv.php?id=setvhd/8000000
上海教育,https://cntv.lat/tv/live.php?auth=231110&id=shjy
上海教育,https://live.goodiptv.club/api/bestv.php?id=setvhd/8000000
上海教育,https://epg.pw/stream/91dbe729813036326a6c7cd5507f2bdc96675567ce979bbc17f348adaeeacc39.m3u8
上海教育,http://php.jdshipin.com:8880/bst.php?id=shjy
上海教育,http://php.jdshipin.com:8880/bst.php?id=setvhd/8000000
上海教育,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/setvhd/8000000/mnf.m3u8
全纪实,http://php.jdshipin.com:8880/bst.php?id=qjshd/4000000
全纪实,https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000
全纪实,https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000
全纪实,https://epg.pw/stream/f951ab49e5198e21e04d633712b6b88d15cd4cbdbfddd0c49d0f1c5ea9b69b31.ctv
生活时尚,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/shss8m/8000000/mnf.m3u8
生活时尚,https://cntv.lat/tv/live.php?auth=231110&id=shss
生活时尚,https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000
生活时尚,http://php.jdshipin.com:8880/bst.php?id=shsshd/4000000
生活时尚,http://php.jdshipin.com:8880/bst.php?id=shss
生活时尚,https://live.v1.mk/api/bestv.php?id=shss8m/8000000
生活时尚,https://epg.pw/stream/f2876354cd43079da5637591a7e3bf83006279b59c0ebcddb61e49f0850f1803.ctv
新视觉,https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000
新视觉,https://cntv.lat/tv/live.php?auth=231110&id=xsj
新视觉,https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000
新视觉,http://php.jdshipin.com:8880/bst.php?id=xsjhd/4000000
新视觉,http://php.jdshipin.com:8880/bst.php?id=xsjhd8m/8000000
新视觉,http://php.jdshipin.com:8880/bst.php?id=xsj
游戏风云,https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000
游戏风云,https://cntv.lat/tv/live.php?auth=231110&id=yxfy
游戏风云,http://php.jdshipin.com:8880/bst.php?id=yxfyhd/4000000
游戏风云,http://php.jdshipin.com:8880/bst.php?id=yxfy
游戏风云,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/yxfy8m/8000000/mnf.m3u8
游戏风云,https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000
热门综艺,https://cntv.lat/tv/live.php?auth=231110&id=rmzy
热门综艺,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
热门综艺,http://php.jdshipin.com:8880/bst.php?id=rmzy8m/8000000
热门综艺,http://php.jdshipin.com:8880/bst.php?id=rmzy
热门综艺,https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000
热门综艺,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/rmzy8m/8000000/mnf.m3u8
超级体育,https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000
超级体育,http://php.jdshipin.com:8880/bst.php?id=qcsj8m/8000000
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000
超级体育,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcsj8m/8000000/mnf.m3u8
健康养生,https://cntv.lat/tv/live.php?auth=231110&id=jkys
健康养生,https://live.goodiptv.club/api/bestv.php?id=jkys8m/8000000
健康养生,http://php.jdshipin.com:8880/bst.php?id=jkys8m/8000000
健康养生,https://live.v1.mk/api/bestv.php?id=jkys8m/8000000
健康养生,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jkys8m/8000000/mnf.m3u8
百变课堂,https://cntv.lat/tv/live.php?auth=231110&id=bbkt
百变课堂,https://live.goodiptv.club/api/bestv.php?id=bbkt8m/8000000
百变课堂,http://php.jdshipin.com:8880/bst.php?id=bbkt
百变课堂,http://php.jdshipin.com:8880/bst.php?id=bbkt8m/8000000
百变课堂,https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000
百变课堂,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/bbkt8m/8000000/mnf.m3u8
看天下精选,https://cntv.lat/tv/live.php?auth=231110&id=ktxjx
看天下精选,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/ktxjx8m/8000000/mnf.m3u8
看天下精选,https://live.goodiptv.club/api/bestv.php?id=ktxjx8m/8000000
看天下精选,http://php.jdshipin.com:8880/bst.php?id=ktxjx
看天下精选,https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000
华语影院,https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000
华语影院,https://cntv.lat/tv/live.php?auth=231110&id=hyyy
华语影院,https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000
华语影院,http://php.jdshipin.com:8880/bst.php?id=hyyy
华语影院,http://php.jdshipin.com:8880/bst.php?id=hyyy8m/8000000
华语影院,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/hyyy8m/8000000/mnf.m3u8
华语影院,http://iptva.cn/api/M3u8/Index?id=993&card=99982475359
电竞天堂,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/djtt8m/8000000/mnf.m3u8
电竞天堂,https://cntv.lat/tv/live.php?auth=231110&id=djtt
电竞天堂,https://live.goodiptv.club/api/bestv.php?id=djtt8m/8000000
电竞天堂,http://php.jdshipin.com:8880/bst.php?id=djtt
电竞天堂,https://live.v1.mk/api/bestv.php?id=djtt8m/8000000
电竞天堂,https://epg.pw/stream/b5645851073f24cd1604c935e2829bce3182da6e63fdd5e1f99fcf74f35c129d.ctv
电竞天堂,https://epg.pw/stream/2215b58aec9e988784dc101fa6de63fde15e8d53a489b05a01c275b8b7ae4989.ctv
青春动漫,https://live.goodiptv.club/api/bestv.php?id=qcdm8m/8000000
青春动漫,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcdm8m/8000000/mnf.m3u8
青春动漫,https://cntv.lat/tv/live.php?auth=231110&id=qcdm
青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm
青春动漫,http://php.jdshipin.com:8880/bst.php?id=qcdm8m/8000000
青春动漫,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000
宝宝动画,https://cntv.lat/tv/live.php?auth=231110&id=bbdh
宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh8m/8000000
宝宝动画,https://live.goodiptv.club/api/bestv.php?id=bbdh8m/8000000
宝宝动画,http://php.jdshipin.com:8880/bst.php?id=bbdh
宝宝动画,https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000
星光影院,https://cntv.lat/tv/live.php?auth=231110&id=xgyy
星光影院,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/xgyy8m/8000000/mnf.m3u8
星光影院,https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000
星光影院,http://php.jdshipin.com:8880/bst.php?id=xgyy8m/8000000
星光影院,http://php.jdshipin.com:8880/bst.php?id=xgyy
星光影院,http://iptva.cn/api/M3u8/Index?id=992&card=99982475359
星光影院,https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000
星光影院,http://cntv.dfkj.live/bestv.php?id=xgyy8m/8000000
谍战剧场,https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000
谍战剧场,https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000
谍战剧场,https://cntv.lat/tv/live.php?auth=231110&id=dzjc
谍战剧场,http://php.jdshipin.com:8880/bst.php?id=dzjc
谍战剧场,http://iptva.cn/api/M3u8/Index?id=989&card=99982475359
谍战剧场,http://php.jdshipin.com:8880/bst.php?id=dzjc8m/8000000
谍战剧场,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dzjc8m/8000000/mnf.m3u8
全球大片,https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000
全球大片,http://118.122.2.29:9999/hls/60/index.m3u8
全球大片,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qqdp8m/8000000/mnf.m3u8
全球大片,https://cntv.lat/tv/live.php?auth=231110&id=qqdp
全球大片,http://php.jdshipin.com:8880/bst.php?id=qqdp8m/8000000
全球大片,http://iptva.cn/api/M3u8/Index?id=991&card=99982475359
全球大片,https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000
热门剧场,https://live.goodiptv.club/api/bestv.php?id=rmjc8m/8000000
热门剧场,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/rmjc8m/8000000/mnf.m3u8
热门剧场,https://cntv.lat/tv/live.php?auth=231110&id=rmjc
热门剧场,http://php.jdshipin.com:8880/bst.php?id=rmjc8m/8000000
热门剧场,http://php.jdshipin.com:8880/bst.php?id=rmjc
热门剧场,http://iptva.cn/api/M3u8/Index?id=990&card=99982475359
热门剧场,https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000
陶瓷高清,https://live.goodiptv.club/api/bestv.php?id=taocihd/8000000
中国教育-1,https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000
中国教育-4,https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿,https://live.v1.mk/api/bestv.php?id=kkse8m/8000000
卡酷少儿,http://qnap.yjnhome.com:4000/udp/239.3.1.189:8000
卡酷少儿,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/kkse8m/8000000/mnf.m3u8
卡酷少儿,https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000
卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=kkse
卡酷少儿,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
卡酷少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
纪实科教,https://cntv.lat/tv/live.php?auth=231110&id=bjjskj
纪实科教,http://159.75.85.63:6798
纪实科教,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dajs8m/8000000/mnf.m3u8
纪实科教,https://epg.pw/stream/9417c17817ddd642f0f66770eb432d03d10e39e0e6d927d71de16c53529f1013.ctv
纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
纪实科教,http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000
纪实科教,http://php.jdshipin.com:8880/bst.php?id=bjjskj
纪实科教,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8
纪实科教,http://125.210.152.19:9123/live/hszx-bjjs-h264.m3u8
纪实科教,https://live.v1.mk/api/bestv.php?id=dajs8m/8000000
纪实科教,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv3_1/index.m3u8?adapt=0&BR=audio
茶频道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8
茶频道,https://live.goodiptv.club/api/bestv.php?id=cpdhdavs8m/8000000
茶频道,https://cntv.lat/tv/live.php?auth=231110&id=cpd
茶频道,http://php.jdshipin.com:8880/bst.php?id=cpdhdavs8m/8000000
茶频道,https://live.v1.mk/api/bestv.php?id=cpdhdavs8m/8000000
茶频道,http://php.jdshipin.com:8880/bst.php?id=cpd
茶频道,https://alicdnhd-hz-hunan-live.5gtv.com.cn/live/cpd.m3u8
足球高清,https://live.goodiptv.club/api/bestv.php?id=zqpd8m/800000
